category1,category2,category3,category4,alcohol,ambience,noise_level,phone,is_closed,name,yelp_url,price,rating,review_count,first_review_rating,first_review_date,transactions,transactions2,transactions3,hot_and_new,latitude,longitude,address1,address2,address3,city,zip_code,country,state
American (New) ,Wine Bars,Venues&EventSpaces,,Full Bar,"Romantic, Classy, Upscale",Average,(718) 522-5200,FALSE,The River Café,https://www.yelp.com/biz/the-river-caf%C3%A9-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$$$,4,1015,5,11/8/2005,,restaurant_reservation,,no,40.70318,-73.9946499,1 Water St,,,Brooklyn,11201,US,NY
Japanese ,Asian Fusion,CocktailBars,,Full Bar,"Casual, Trendy, Romantic, Classy",Loud,(718) 858-8940,FALSE,Kimoto Rooftop,https://www.yelp.com/biz/kimoto-rooftop-brooklyn-5?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,370,4,9/19/2015,pickup, restaurant_reservation,,no,40.69171,-73.98453,216 Duffield St,,,Brooklyn,11201,US,NY
Spanish,,,,Full Bar,Casual,Average,(718) 422-0065,FALSE,La Vara,https://www.yelp.com/biz/la-vara-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$$,4,333,4,3/30/2012,,,,no,40.68781,-73.99576,268 Clinton St,,,Brooklyn,11201,US,NY
Italian,,,,Full Bar,Casual,Average,(718) 625-3737,FALSE,Noodle Pudding,https://www.yelp.com/biz/noodle-pudding-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,538,5,12/6/2005,pickup,,,no,40.69979,-73.99203,38 Henry St,,,Brooklyn,11201,US,NY
Specialty Food ,American (New),Bars,,Full Bar,Casual,Average,(718) 399-2337,FALSE,Mekelburg's,https://www.yelp.com/biz/mekelburgs-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,227,5,6/14/2015, pickup ,,delivery,no,40.687542,-73.962334,293 Grand Ave,,,Brooklyn,11238,US,NY
American (New) ,Breakfast & Brunch,CocktailBars,,Full Bar,Casual,Average,(718) 287-3101,FALSE,The Farm On Adderley,https://www.yelp.com/biz/the-farm-on-adderley-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,1108,5,12/15/2006,pickup,restaurant_reservation,delivery,no,40.63965,-73.96754,1108 Cortelyou Rd,,,Brooklyn,11218,US,NY
French ,Breakfast & Brunch,Cafes,,Full Bar,Casual,Average,(718) 625-3815,FALSE,Cafe Luluc,https://www.yelp.com/biz/cafe-luluc-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,1288,4,11/5/2005,pickup,,,no,40.68447,-73.99214,214 Smith St,,,Brooklyn,11201,US,NY
Ramen,,,,,,,(718) 783-0150,FALSE,Ramen Danbo,,$$,4.5,56,,,,,,no,40.67611996,-73.97451997,52 7th Ave,,,Brooklyn,11217,US,NY
Mediterranean ,Turkish,Seafood,,Beer & Wine Only,Casual,Average,(929) 295-9031,FALSE,Seed,https://www.yelp.com/biz/seed-brooklyn-3?osq=Restaurants,$$,4.5,178,5,3/25/2016, pickup ,restaurant_reservation,delivery,no,40.6754336,-73.9811254,242 5th Ave,,,Brooklyn,11215,US,NY
Latin American ,Peruvian,,,Full Bar,Casual,Average,(718) 788-8070,FALSE,Surfish Bistro,https://www.yelp.com/biz/surfish-bistro-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,285,4,12/3/2015,pickup,restaurant_reservation,delivery,no,40.6687008,-73.9936051,550 3rd Ave,,,Brooklyn,11215,US,NY
French,,,,,,,(347) 627-8298,FALSE,Oxalis,https://www.yelp.com/biz/oxalis-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,4.5,29,5,12/1/2018,,restaurant_reservation,delivery,no,40.673109,-73.9626279,791 Washington Ave,,,Brooklyn,11238,US,NY
American (New),,,,Full Bar,Trendy,Average,(718) 552-2610,FALSE,Olmsted,https://www.yelp.com/biz/olmsted-brooklyn?osq=Restaurants,$$$,4,302,5,5/27/2016,, restaurant_reservation,,no,40.67713,-73.96869,659 Vanderbilt Ave,,,Brooklyn,11238,US,NY
Seafood,,,,Full Bar,Casual,Quiet,(718) 596-8335,FALSE,Kevin's,https://www.yelp.com/biz/kevins-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,145,4,11/7/2008,pickup,restaurant_reservation,,no,40.67918048,-74.01059603,277A Van Brunt St,,,Brooklyn,11231,US,NY
Mediterranean ,Bars,,,Full Bar,"Casual, Intimate, Romantic, Upscale",Average,(718) 522-5356,FALSE,Celestine,https://www.yelp.com/biz/celestine-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,140,5,10/13/2017,,restaurant_reservation,,no,40.70463,-73.98783,1 John St,,,Brooklyn,11201,US,NY
Soul Food,,,,,Casual,Quiet,(718) 576-3146,FALSE,Taste of Heaven,https://www.yelp.com/biz/taste-of-heaven-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,5,92,5,4/24/2016,pickup,,,no,40.717115,-73.940613,251 Jackson St,,,Brooklyn,11211,US,NY
Chinese,,,,No,Casual,Quiet,(718) 237-8886,FALSE,Xifu Food,https://www.yelp.com/biz/xifu-food-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4.5,90,2,10/31/2016,pickup,,,no,40.6880326,-73.9819963,318 Livingston St,,,Brooklyn,11217,US,NY
Poke ,Asian Fusion,PanAsian,,No,,,(718) 797-1088,FALSE,Simple NYC-Downtown Brooklyn,https://www.yelp.com/biz/simple-nyc-downtown-brooklyn-brooklyn-2?osq=Simple+NYC-Downtown+Brooklyn,$$,5,61,5,4/6/2018, pickup ,,delivery,no,40.68852,-73.98817,311 Atlantic Ave,,,Brooklyn,11201,US,NY
American (New) ,Breakfast & Brunch,Venues&EventSpaces,,Full Bar,Casual,Average,(718) 369-0082,FALSE,Stone Park Cafe,https://www.yelp.com/biz/stone-park-cafe-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,866,3,4/25/2006,pickup,restaurant_reservation,,no,40.67297,-73.98332,324 5th Ave,,,Brooklyn,11215,US,NY
Tapas/Small Plates ,Cocktail Bars,WineBars,,Full Bar,"Trendy, Romantic, Classy, Upscale",Average,(718) 307-7100,FALSE,Westlight,https://www.yelp.com/biz/westlight-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$$,4,363,5,9/8/2016,,restaurant_reservation,,no,40.722299,-73.956691,111 N 12th St,,,Brooklyn,11249,US,NY
Italian ,Breakfast & Brunch,,,Beer & Wine Only,Casual,Average,(347) 844-9480,FALSE,Flora,https://www.yelp.com/biz/flora-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,5,42,5,12/23/2016,pickup,restaurant_reservation,,no,40.66452,-73.97989,1021 8th Ave,,,Brooklyn,11215,US,NY
American (New) ,Breakfast & Brunch,CocktailBars,,Full Bar,"Hipster, Casual, Trendy",Average,(347) 222-6722,FALSE,Sunday in Brooklyn,https://www.yelp.com/biz/sunday-in-brooklyn-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,525,5,11/5/2016,pickup,restaurant_reservation,delivery,no,40.714145,-73.965322,348 Wythe Ave,,,Brooklyn,11249,US,NY
Barbeque ,Pubs,,,Full Bar,"Divey, Casual",Average,(718) 222-1865,FALSE,Brooklyn Ice House,https://www.yelp.com/biz/brooklyn-ice-house-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4.5,209,5,6/4/2008,pickup,,,no,40.67919,-74.011099,318 Van Brunt St,,,Brooklyn,11231,US,NY
Modern European ,Burgers,,,Full Bar,Casual,Average,(718) 499-1199,FALSE,Korzo,https://www.yelp.com/biz/korzo-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,415,4,4/25/2008,pickup,restaurant_reservation,,no,40.66199,-73.99238,667 5th Ave,,,Brooklyn,11215,US,NY
Seafood ,Pizza,CocktailBars,,,,,(718) 783-8000,FALSE,King Of The Sea,https://www.yelp.com/biz/king-of-the-sea-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,4,38,5,11/2/2018,,restaurant_reservation,,no,40.687,-73.95479,1102 Bedford Ave,,,Brooklyn,11216,US,NY
American (New) ,Cocktail Bars,,,Full Bar,Casual,Average,(646) 886-0601,FALSE,Otis,https://www.yelp.com/biz/otis-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,5,156,5,12/20/2017,,restaurant_reservation,,no,40.706011,-73.932598,18 Harrison Pl,,,Brooklyn,11206,US,NY
Burgers ,Bars,,,Full Bar,Casual,Average,(718) 596-2282,FALSE,Two 8 Two Bar & Burger,https://www.yelp.com/biz/two-8-two-bar-and-burger-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,593,5,5/2/2011,pickup,restaurant_reservation,delivery,no,40.688536,-73.989728,282 Atlantic Ave,,,Brooklyn,11201,US,NY
Cuban,,,,No,Casual,Quiet,(718) 855-1941,FALSE,My Cuban Spot,https://www.yelp.com/biz/my-cuban-spot-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,122,5,8/4/2017,pickup,,delivery,no,40.67690863,-73.98615382,488 Carroll St,,,Brooklyn,11215,US,NY
Malaysian,,,,No,Casual,,(347) 673-8488,FALSE,Sungai Malaysian Cuisine,https://www.yelp.com/biz/sungai-malaysian-cuisine-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,4,29,1,7/15/2018,pickup,,delivery,no,40.62057936,-73.98898747,6218 18th Ave,,,Brooklyn,11204,US,NY
Modern European,,,,Full Bar,Casual,Average,(347) 492-0020,FALSE,Brooklyn Beet Company,https://www.yelp.com/biz/brooklyn-beet-company-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,390,5,5/29/2013,pickup,restaurant_reservation,delivery,no,40.6333416,-74.0268741,7205 3rd Ave,,,Brooklyn,11209,US,NY
American (Traditional) ,Sandwiches,Desserts,,Beer & Wine Only,Casual,Average,(718) 769-6000,FALSE,Roll-N-Roaster,https://www.yelp.com/biz/roll-n-roaster-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,1005,4,9/28/2005,pickup,,delivery,no,40.58404816,-73.9396258,2901 Emmons Ave,,,Brooklyn,11235,US,NY
Wine Bars ,American (New),CocktailBars,,Full Bar,"Trendy, Intimate",Average,(718) 398-3181,FALSE,Wolf and Deer,https://www.yelp.com/biz/wolf-and-deer-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,252,2,7/1/2011,,,,no,40.68076,-73.977751,74 5th Ave,,,Brooklyn,11217,US,NY
Wine Bars ,French,Tapas/SmallPlates,,Beer & Wine Only,,Quiet,,FALSE,Big Tiny,https://www.yelp.com/biz/big-tiny-brooklyn-4?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,40,5,8/3/2017,pickup,,,no,40.6834507,-73.992855,244 Smith St,,,Brooklyn,11231,US,NY
Wine Bars ,Breakfast & Brunch,,,Full Bar,"Intimate, Romantic",Average,(917) 909-0434,FALSE,June,https://www.yelp.com/biz/june-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,159,5,1/22/2015,, restaurant_reservation,,no,40.6861,-73.99394,231 Court St,,,Brooklyn,11201,US,NY
Wine Bars ,Cocktail Bars,Caribbean,,Full Bar,"Casual, Trendy, Intimate, Romantic, Classy",Average,(718) 576-6424,FALSE,Sip Unwine,https://www.yelp.com/biz/sip-unwine-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,108,5,2/16/2017,pickup,restaurant_reservation,,no,40.64101,-73.95592,1197 Flatbush Ave,,,Brooklyn,11226,US,NY
Southern ,Seafood,Breakfast&Brunch,,Full Bar,Casual,Average,(718) 942-4162,FALSE,Peaches,https://www.yelp.com/biz/peaches-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3.5,993,4,7/4/2008,pickup,,,no,40.68180703,-73.93464637,393 Lewis Ave,,,Brooklyn,11233,US,NY
Pizza ,Beer Bar,Italian,,Full Bar,,,(347) 987-3055,FALSE,Battle Hill Tavern,https://www.yelp.com/biz/battle-hill-tavern-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,23,5,4/13/2018,pickup,,delivery,no,40.66023,-73.99135,686 6th Ave,,,Brooklyn,11215,US,NY
Italian ,Gluten-Free,Seafood,,Full Bar,"Casual, Classy",Average,(718) 833-1313,FALSE,Positano Restaurant,https://www.yelp.com/biz/positano-restaurant-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,282,5,9/20/2015,pickup,restaurant_reservation,,no,40.6127378,-74.0339271,10018 4th Ave,,,Brooklyn,11209,US,NY
Mexican,,,,Full Bar,"Casual, Trendy",Loud,(347) 721-3126,FALSE,Claro,https://www.yelp.com/biz/claro-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,118,4,9/3/2017,,restaurant_reservation,,no,40.6773588,-73.98619845,284 3rd Ave,,,Brooklyn,11215,US,NY
Seafood ,Bars,Live/RawFood,,Full Bar,Casual,Average,(718) 643-2722,FALSE,Brooklyn Crab,https://www.yelp.com/biz/brooklyn-crab-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,3,914,3,6/8/2012,,restaurant_reservation,,no,40.6752649,-74.016568,24 Reed St,,,Brooklyn,11231,US,NY
Mexican ,Seafood,CocktailBars,,No,Casual,Average,(718) 788-2229,FALSE,Tacos El Bronco,https://www.yelp.com/biz/tacos-el-bronco-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,507,5,3/2/2010,pickup,,delivery,no,40.65006,-74.00915,4324 4th Ave,,,Brooklyn,11220,US,NY
Vegan ,Bakeries,Diners,,No,"Hipster, Casual",Average,(718) 599-2743,FALSE,Champs Diner,https://www.yelp.com/biz/champs-diner-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,1301,4,8/5/2010,pickup,,delivery,no,40.70843974,-73.94078085,197 Meserole St,,,Brooklyn,11206,US,NY
Latin American ,Mexican,CocktailBars,,Full Bar,"Casual, Trendy",Average,(347) 987-3260,FALSE,Leyenda,https://www.yelp.com/biz/leyenda-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,182,5,5/23/2015,pickup,restaurant_reservation,delivery,no,40.68431,-73.99197,221 Smith St,,,Brooklyn,11201,US,NY
Latin American ,Caribbean,Breakfast&Brunch,,Beer & Wine Only,Casual,Average,(718) 636-6311,FALSE,Palo Santo,https://www.yelp.com/biz/palo-santo-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,465,4,11/21/2006,,restaurant_reservation,,no,40.676716,-73.982009,652 Union St,,,Brooklyn,11215,US,NY
Food Stands,,,,Beer & Wine Only,"Hipster, Casual, Touristy, Trendy",Loud,(718) 928-6603,FALSE,Williamsburg Smorgasburg - Saturday,https://www.yelp.com/biz/williamsburg-smorgasburg-saturday-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,1031,5,5/21/2011,pickup,restaurant_reservation,,no,40.721021,-73.962177,90 Kent Ave,,East River State Park,Brooklyn,11211,US,NY
Bars ,Comfort Food,MusicVenues,,Full Bar,"Hipster, Intimate",Average,(718) 384-4807,FALSE,St. Mazie,https://www.yelp.com/biz/st-mazie-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,192,3,6/11/2012,pickup, restaurant_reservation,,no,40.71252,-73.95587,345 Grand St,,,Brooklyn,11211,US,NY
Chinese ,Noodles,,,No,Casual,Average,(718) 232-6191,FALSE,Hand Pull Noodle and Dumpling House,https://www.yelp.com/biz/hand-pull-noodle-and-dumpling-house-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4,289,4,12/30/2008,pickup,,delivery,no,40.61489,-73.99405,7201 18th Ave,,,Brooklyn,11204,US,NY
Trinidadian,,,,No,Casual,Average,(347) 240-1180,FALSE,De Hot Pot,https://www.yelp.com/biz/de-hot-pot-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$,4.5,140,5,7/27/2009,pickup,,,no,40.66142,-73.96051,1127 Washington Ave,,,Brooklyn,11225,US,NY
Gastropubs ,Burgers,Beer,Wine&Spirits,Full Bar,"Hipster, Casual, Trendy",Average,(718) 788-1458,FALSE,Brooklyn Burgers & Beer,https://www.yelp.com/biz/brooklyn-burgers-and-beer-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,289,5,6/15/2015,pickup,restaurant_reservation,delivery,no,40.6743507,-73.9815826,259 5th Ave,,,Brooklyn,11215,US,NY
Szechuan ,Seafood,,,Beer & Wine Only,"Casual, Trendy, Intimate",Average,(718) 980-8801,FALSE,Hot Space,https://www.yelp.com/biz/hot-space-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,115,5,10/30/2016,,restaurant_reservation,,no,40.64068,-74.00476,774 51st St,,,Brooklyn,11220,US,NY
Seafood ,Bars,American(Traditional),,Full Bar,Casual,Average,(347) 335-0446,FALSE,Maison Premiere,https://www.yelp.com/biz/maison-premiere-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$$,4,1076,3,2/7/2011,, restaurant_reservation,,no,40.7142031,-73.9614855,298 Bedford Ave,,,Brooklyn,11249,US,NY
American (Traditional),,,,Full Bar,Casual,,(718) 389-3606,FALSE,Chez Ma Tante,https://www.yelp.com/biz/chez-ma-tante-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,107,5,6/15/2017,,restaurant_reservation,,no,40.72689661,-73.95742904,90 Calyer St,,,Brooklyn,11222,US,NY
Dim Sum ,Cantonese,Seafood,,Beer & Wine Only,Casual,Loud,(718) 765-0098,FALSE,East Harbor Seafood Palace,https://www.yelp.com/biz/east-harbor-seafood-palace-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,640,4,1/2/2009,pickup,restaurant_reservation,,no,40.633533,-74.014343,714 65th St,,,Brooklyn,11220,US,NY
American (New) ,Coffee & Tea,Bars,,Full Bar,Hipster,Average,(718) 383-5345,FALSE,Five Leaves,https://www.yelp.com/biz/five-leaves-brooklyn-2?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,1506,4,9/19/2008,pickup,restaurant_reservation,,no,40.72371831,-73.95159864,18 Bedford Ave,,,Brooklyn,11222,US,NY
Seafood ,Bars,,,,,,(347) 987-3710,FALSE,Saint Julivert,https://www.yelp.com/biz/saint-julivert-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,,4.5,21,5,9/26/2018,,,,no,40.68787,-73.99565,264 Clinton St,,,Brooklyn,11201,US,NY
Cocktail Bars ,Tapas Bars,,,Full Bar,Casual,,(718) 858-5646,FALSE,Barely Disfigured,https://www.yelp.com/biz/barely-disfigured-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$$,4.5,44,5,11/8/2017,,,,no,40.68309,-73.9928,257 Smith St,,,Brooklyn,11231,US,NY
Wine Bars ,American (New),,,Beer & Wine Only,Intimate,Average,(718) 599-4900,FALSE,The Four Horsemen,https://www.yelp.com/biz/the-four-horsemen-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,151,5,6/24/2015,, restaurant_reservation,,no,40.71305,-73.95732,295 Grand St,,,Brooklyn,11211,US,NY
Cafes ,Himalayan/Nepalese,,,No,Casual,Average,(718) 941-2725,FALSE,Cafe Tibet,https://www.yelp.com/biz/cafe-tibet-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4,306,4,11/11/2008,pickup,,,no,40.64123983,-73.96407512,1510 Cortelyou Rd,,,Brooklyn,11226,US,NY
Middle Eastern ,Cafes,Soup,,No,Casual,Average,(718) 834-9533,FALSE,Yemen Cafe & Restaurant,https://www.yelp.com/biz/yemen-cafe-and-restaurant-brooklyn-3?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$,4.5,445,4,3/9/2007,pickup,,,no,40.6899168,-73.99365618,176 Atlantic Ave,,,Brooklyn,11201,US,NY
Italian,,,,Full Bar,"Hipster, Trendy",Average,(718) 381-8201,FALSE,Faro,https://www.yelp.com/biz/faro-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$$,4,237,5,5/12/2015,,restaurant_reservation,,no,40.707407,-73.922839,436 Jefferson St,,,Brooklyn,11237,US,NY
Japanese,,,,Beer & Wine Only,"Intimate, Romantic",Quiet,(718) 388-8985,FALSE,Zenkichi,https://www.yelp.com/biz/zenkichi-brooklyn?adjust_creative=0Dg8yi23WIgUL_NRJc29aA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=0Dg8yi23WIgUL_NRJc29aA,$$$,4,940,3,11/5/2006,,restaurant_reservation,,no,40.7189722,-73.9608301,77 N 6th St,,,Brooklyn,11249,US,NY
